Area Name,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total number of households,,,,,
Ayodhya (NPP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ayodhya (NPP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gosainganj (NP),Total,103,8,0,0,4,67,0,0,0,0,182,,,,,
Gosainganj (NP),Cooking inside house:,102,8,0,0,4,67,0,0,0,0,181,,,,,
Gosainganj (NP),Has Kitchen,17,4,0,0,3,58,0,0,0,0,82,,,,,
Gosainganj (NP),Does not have kitchen,85,4,0,0,1,9,0,0,0,0,99,,,,,
Gosainganj (NP),Cooking outside house:,1,0,0,0,0,0,0,0,0,0,1,,,,,
Gosainganj (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gosainganj (NP),Does not have kitchen,1,0,0,0,0,0,0,0,0,0,1,,,,,
Gosainganj (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Bikapur (NP),Total,491,26,344,1,5,170,1,6,0,7,1051,,,,,
Bikapur (NP),Cooking inside house:,478,24,325,1,5,170,1,6,0,0,1010,,,,,
Bikapur (NP),Has Kitchen,149,17,75,0,1,127,1,3,0,0,373,,,,,
Bikapur (NP),Does not have kitchen,329,7,250,1,4,43,0,3,0,0,637,,,,,
Bikapur (NP),Cooking outside house:,13,2,19,0,0,0,0,0,0,0,34,,,,,
Bikapur (NP),Has Kitchen,12,2,16,0,0,0,0,0,0,0,30,,,,,
Bikapur (NP),Does not have kitchen,1,0,3,0,0,0,0,0,0,0,4,,,,,
Bikapur (NP),No Cooking,0,0,0,0,0,0,0,0,0,7,7,,,,,
Iltifatganj Bazar (NP),Total,732,270,43,1,0,77,2,4,5,3,1137,,,,,
Iltifatganj Bazar (NP),Cooking inside house:,656,210,40,1,0,75,1,3,5,0,991,,,,,
Iltifatganj Bazar (NP),Has Kitchen,137,3,5,1,0,42,0,0,3,0,191,,,,,
Iltifatganj Bazar (NP),Does not have kitchen,519,207,35,0,0,33,1,3,2,0,800,,,,,
Iltifatganj Bazar (NP),Cooking outside house:,76,60,3,0,0,2,1,1,0,0,143,,,,,
Iltifatganj Bazar (NP),Has Kitchen,24,9,2,0,0,1,1,1,0,0,38,,,,,
Iltifatganj Bazar (NP),Does not have kitchen,52,51,1,0,0,1,0,0,0,0,105,,,,,
Iltifatganj Bazar (NP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Tanda (NPP),Total,927,322,114,7,30,427,2,1,5,3,1838,,,,,
Tanda (NPP),Cooking inside house:,925,321,113,7,30,425,2,1,5,0,1829,,,,,
Tanda (NPP),Has Kitchen,121,24,11,1,6,248,2,0,1,0,414,,,,,
Tanda (NPP),Does not have kitchen,804,297,102,6,24,177,0,1,4,0,1415,,,,,
Tanda (NPP),Cooking outside house:,2,1,1,0,0,2,0,0,0,0,6,,,,,
Tanda (NPP),Has Kitchen,0,1,1,0,0,2,0,0,0,0,4,,,,,
Tanda (NPP),Does not have kitchen,2,0,0,0,0,0,0,0,0,0,2,,,,,
Tanda (NPP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Ashrafpur Kichhauchha (NP),Total,628,393,118,2,8,102,1,1,20,4,1277,,,,,
Ashrafpur Kichhauchha (NP),Cooking inside house:,595,323,111,2,8,102,1,1,18,0,1161,,,,,
Ashrafpur Kichhauchha (NP),Has Kitchen,208,11,4,1,3,72,0,1,0,0,300,,,,,
Ashrafpur Kichhauchha (NP),Does not have kitchen,387,312,107,1,5,30,1,0,18,0,861,,,,,
Ashrafpur Kichhauchha (NP),Cooking outside house:,33,70,7,0,0,0,0,0,2,0,112,,,,,
Ashrafpur Kichhauchha (NP),Has Kitchen,21,18,0,0,0,0,0,0,0,0,39,,,,,
Ashrafpur Kichhauchha (NP),Does not have kitchen,12,52,7,0,0,0,0,0,2,0,73,,,,,
Ashrafpur Kichhauchha (NP),No Cooking,0,0,0,0,0,0,0,0,0,4,4,,,,,
Jalalpur (NPP),Total,3139,191,45,29,27,972,2,1,99,6,4511,,,,,
Jalalpur (NPP),Cooking inside house:,3115,185,45,29,27,971,2,1,99,0,4474,,,,,
Jalalpur (NPP),Has Kitchen,527,59,2,6,15,722,1,1,1,0,1334,,,,,
Jalalpur (NPP),Does not have kitchen,2588,126,43,23,12,249,1,0,98,0,3140,,,,,
Jalalpur (NPP),Cooking outside house:,24,6,0,0,0,1,0,0,0,0,31,,,,,
Jalalpur (NPP),Has Kitchen,6,4,0,0,0,1,0,0,0,0,11,,,,,
Jalalpur (NPP),Does not have kitchen,18,2,0,0,0,0,0,0,0,0,20,,,,,
Jalalpur (NPP),No Cooking,0,0,0,0,0,0,0,0,0,6,6,,,,,
Akbarpur (NPP),Total,4659,789,900,19,45,966,4,20,45,15,7462,,,,,
Akbarpur (NPP),Cooking inside house:,4447,736,790,18,43,958,3,19,37,0,7051,,,,,
Akbarpur (NPP),Has Kitchen,985,156,83,6,20,795,0,12,2,0,2059,,,,,
Akbarpur (NPP),Does not have kitchen,3462,580,707,12,23,163,3,7,35,0,4992,,,,,
Akbarpur (NPP),Cooking outside house:,212,53,110,1,2,8,1,1,8,0,396,,,,,
Akbarpur (NPP),Has Kitchen,74,28,39,1,2,2,0,1,1,0,148,,,,,
Akbarpur (NPP),Does not have kitchen,138,25,71,0,0,6,1,0,7,0,248,,,,,
Akbarpur (NPP),No Cooking,0,0,0,0,0,0,0,0,0,15,15,,,,,
Amethi (NP),Total,147,3,6,1,0,38,0,0,0,1,196,,,,,
Amethi (NP),Cooking inside house:,121,2,5,1,0,38,0,0,0,0,167,,,,,
Amethi (NP),Has Kitchen,7,1,5,0,0,23,0,0,0,0,36,,,,,
Amethi (NP),Does not have kitchen,114,1,0,1,0,15,0,0,0,0,131,,,,,
Amethi (NP),Cooking outside house:,26,1,1,0,0,0,0,0,0,0,28,,,,,
Amethi (NP),Has Kitchen,24,1,1,0,0,0,0,0,0,0,26,,,,,
Amethi (NP),Does not have kitchen,2,0,0,0,0,0,0,0,0,0,2,,,,,
Amethi (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Bahraich (NPP),Total,776,40,3,0,40,419,1,10,4,2,1295,,,,,
Bahraich (NPP),Cooking inside house:,757,36,3,0,40,412,1,10,3,0,1262,,,,,
Bahraich (NPP),Has Kitchen,304,28,1,0,16,291,0,2,0,0,642,,,,,
Bahraich (NPP),Does not have kitchen,453,8,2,0,24,121,1,8,3,0,620,,,,,
Bahraich (NPP),Cooking outside house:,19,4,0,0,0,7,0,0,1,0,31,,,,,
Bahraich (NPP),Has Kitchen,6,4,0,0,0,7,0,0,0,0,17,,,,,
Bahraich (NPP),Does not have kitchen,13,0,0,0,0,0,0,0,1,0,14,,,,,
Bahraich (NPP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Balrampur (NPP + OG),Total,771,51,38,0,24,396,3,0,0,0,1283,,,,,
Balrampur (NPP + OG),Cooking inside house:,731,50,3,0,24,390,3,0,0,0,1201,,,,,
Balrampur (NPP + OG),Has Kitchen,142,35,0,0,10,321,1,0,0,0,509,,,,,
Balrampur (NPP + OG),Does not have kitchen,589,15,3,0,14,69,2,0,0,0,692,,,,,
Balrampur (NPP + OG),Cooking outside house:,40,1,35,0,0,6,0,0,0,0,82,,,,,
Balrampur (NPP + OG),Has Kitchen,9,1,12,0,0,4,0,0,0,0,26,,,,,
Balrampur (NPP + OG),Does not have kitchen,31,0,23,0,0,2,0,0,0,0,56,,,,,
Balrampur (NPP + OG),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tulsipur (NP),Total,397,2,0,1,23,86,0,0,0,1,510,,,,,
Tulsipur (NP),Cooking inside house:,375,2,0,1,23,84,0,0,0,0,485,,,,,
Tulsipur (NP),Has Kitchen,87,0,0,0,11,76,0,0,0,0,174,,,,,
Tulsipur (NP),Does not have kitchen,288,2,0,1,12,8,0,0,0,0,311,,,,,
Tulsipur (NP),Cooking outside house:,22,0,0,0,0,2,0,0,0,0,24,,,,,
Tulsipur (NP),Has Kitchen,1,0,0,0,0,0,0,0,0,0,1,,,,,
Tulsipur (NP),Does not have kitchen,21,0,0,0,0,2,0,0,0,0,23,,,,,
Tulsipur (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Utraula (NPP),Total,717,62,65,1,65,590,3,3,0,11,1517,,,,,
Utraula (NPP),Cooking inside house:,645,52,65,1,64,581,3,3,0,0,1414,,,,,
Utraula (NPP),Has Kitchen,71,18,3,0,15,394,0,3,0,0,504,,,,,
Utraula (NPP),Does not have kitchen,574,34,62,1,49,187,3,0,0,0,910,,,,,
Utraula (NPP),Cooking outside house:,72,10,0,0,1,9,0,0,0,0,92,,,,,
Utraula (NPP),Has Kitchen,38,7,0,0,0,3,0,0,0,0,48,,,,,
Utraula (NPP),Does not have kitchen,34,3,0,0,1,6,0,0,0,0,44,,,,,
Utraula (NPP),No Cooking,0,0,0,0,0,0,0,0,0,11,11,,,,,
Gonda (NPP),Total,454,17,0,1,24,374,0,0,0,9,879,,,,,
Gonda (NPP),Cooking inside house:,443,17,0,1,24,374,0,0,0,0,859,,,,,
Gonda (NPP),Has Kitchen,126,10,0,1,15,308,0,0,0,0,460,,,,,
Gonda (NPP),Does not have kitchen,317,7,0,0,9,66,0,0,0,0,399,,,,,
Gonda (NPP),Cooking outside house:,11,0,0,0,0,0,0,0,0,0,11,,,,,
Gonda (NPP),Has Kitchen,9,0,0,0,0,0,0,0,0,0,9,,,,,
Gonda (NPP),Does not have kitchen,2,0,0,0,0,0,0,0,0,0,2,,,,,
Gonda (NPP),No Cooking,0,0,0,0,0,0,0,0,0,9,9,,,,,
Bansi (NPP),Total,1069,81,103,2,5,204,1,0,2,7,1474,,,,,
Bansi (NPP),Cooking inside house:,968,78,100,1,5,196,1,0,1,0,1350,,,,,
Bansi (NPP),Has Kitchen,276,22,82,1,3,164,0,0,0,0,548,,,,,
Bansi (NPP),Does not have kitchen,692,56,18,0,2,32,1,0,1,0,802,,,,,
Bansi (NPP),Cooking outside house:,101,3,3,1,0,8,0,0,1,0,117,,,,,
Bansi (NPP),Has Kitchen,21,3,0,1,0,5,0,0,0,0,30,,,,,
Bansi (NPP),Does not have kitchen,80,0,3,0,0,3,0,0,1,0,87,,,,,
Bansi (NPP),No Cooking,0,0,0,0,0,0,0,0,0,7,7,,,,,
Harraiya (NP),Total,137,10,1,0,4,107,0,0,2,5,266,,,,,
Harraiya (NP),Cooking inside house:,120,9,1,0,3,107,0,0,2,0,242,,,,,
Harraiya (NP),Has Kitchen,26,8,0,0,1,77,0,0,1,0,113,,,,,
Harraiya (NP),Does not have kitchen,94,1,1,0,2,30,0,0,1,0,129,,,,,
Harraiya (NP),Cooking outside house:,17,1,0,0,1,0,0,0,0,0,19,,,,,
Harraiya (NP),Has Kitchen,5,1,0,0,0,0,0,0,0,0,6,,,,,
Harraiya (NP),Does not have kitchen,12,0,0,0,1,0,0,0,0,0,13,,,,,
Harraiya (NP),No Cooking,0,0,0,0,0,0,0,0,0,5,5,,,,,
Bhabnan Bazar (NP),Total,389,2,23,0,2,121,2,1,3,23,566,,,,,
Bhabnan Bazar (NP),Cooking inside house:,357,2,16,0,2,117,2,1,2,0,499,,,,,
Bhabnan Bazar (NP),Has Kitchen,139,2,2,0,1,107,1,1,2,0,255,,,,,
Bhabnan Bazar (NP),Does not have kitchen,218,0,14,0,1,10,1,0,0,0,244,,,,,
Bhabnan Bazar (NP),Cooking outside house:,32,0,7,0,0,4,0,0,1,0,44,,,,,
Bhabnan Bazar (NP),Has Kitchen,26,0,7,0,0,4,0,0,1,0,38,,,,,
Bhabnan Bazar (NP),Does not have kitchen,6,0,0,0,0,0,0,0,0,0,6,,,,,
Bhabnan Bazar (NP),No Cooking,0,0,0,0,0,0,0,0,0,23,23,,,,,
Basti (NPP),Total,448,26,6,1,50,587,1,2,1,4,1126,,,,,
Basti (NPP),Cooking inside house:,383,24,6,1,49,583,1,2,1,0,1050,,,,,
Basti (NPP),Has Kitchen,175,17,2,1,29,525,0,2,1,0,752,,,,,
Basti (NPP),Does not have kitchen,208,7,4,0,20,58,1,0,0,0,298,,,,,
Basti (NPP),Cooking outside house:,65,2,0,0,1,4,0,0,0,0,72,,,,,
Basti (NPP),Has Kitchen,21,2,0,0,1,2,0,0,0,0,26,,,,,
Basti (NPP),Does not have kitchen,44,0,0,0,0,2,0,0,0,0,46,,,,,
Basti (NPP),No Cooking,0,0,0,0,0,0,0,0,0,4,4,,,,,
Hariharpur (NP),Total,767,75,27,7,1,93,2,0,3,5,980,,,,,
Hariharpur (NP),Cooking inside house:,739,68,27,5,1,93,2,0,3,0,938,,,,,
Hariharpur (NP),Has Kitchen,202,17,4,4,1,75,2,0,3,0,308,,,,,
Hariharpur (NP),Does not have kitchen,537,51,23,1,0,18,0,0,0,0,630,,,,,
Hariharpur (NP),Cooking outside house:,28,7,0,2,0,0,0,0,0,0,37,,,,,
Hariharpur (NP),Has Kitchen,7,6,0,2,0,0,0,0,0,0,15,,,,,
Hariharpur (NP),Does not have kitchen,21,1,0,0,0,0,0,0,0,0,22,,,,,
Hariharpur (NP),No Cooking,0,0,0,0,0,0,0,0,0,5,5,,,,,
Nichlaul (NP),Total,159,1,0,0,0,78,1,0,0,3,242,,,,,
Nichlaul (NP),Cooking inside house:,156,1,0,0,0,78,1,0,0,0,236,,,,,
Nichlaul (NP),Has Kitchen,66,0,0,0,0,67,1,0,0,0,134,,,,,
Nichlaul (NP),Does not have kitchen,90,1,0,0,0,11,0,0,0,0,102,,,,,
Nichlaul (NP),Cooking outside house:,3,0,0,0,0,0,0,0,0,0,3,,,,,
Nichlaul (NP),Has Kitchen,3,0,0,0,0,0,0,0,0,0,3,,,,,
Nichlaul (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Nichlaul (NP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Ghughuli (NP),Total,427,20,1,0,2,138,0,0,0,5,593,,,,,
Ghughuli (NP),Cooking inside house:,388,13,1,0,2,136,0,0,0,0,540,,,,,
Ghughuli (NP),Has Kitchen,50,0,0,0,0,104,0,0,0,0,154,,,,,
Ghughuli (NP),Does not have kitchen,338,13,1,0,2,32,0,0,0,0,386,,,,,
Ghughuli (NP),Cooking outside house:,39,7,0,0,0,2,0,0,0,0,48,,,,,
Ghughuli (NP),Has Kitchen,4,0,0,0,0,1,0,0,0,0,5,,,,,
Ghughuli (NP),Does not have kitchen,35,7,0,0,0,1,0,0,0,0,43,,,,,
Ghughuli (NP),No Cooking,0,0,0,0,0,0,0,0,0,5,5,,,,,
Gorakhpur (M Corp.),Total,2723,203,62,49,395,4602,9,160,10,36,8249,,,,,
Gorakhpur (M Corp.),Cooking inside house:,2539,186,55,46,390,4559,7,159,10,0,7951,,,,,
Gorakhpur (M Corp.),Has Kitchen,665,111,13,5,147,3868,0,146,3,0,4958,,,,,
Gorakhpur (M Corp.),Does not have kitchen,1874,75,42,41,243,691,7,13,7,0,2993,,,,,
Gorakhpur (M Corp.),Cooking outside house:,184,17,7,3,5,43,2,1,0,0,262,,,,,
Gorakhpur (M Corp.),Has Kitchen,83,14,4,1,1,30,1,1,0,0,135,,,,,
Gorakhpur (M Corp.),Does not have kitchen,101,3,3,2,4,13,1,0,0,0,127,,,,,
Gorakhpur (M Corp.),No Cooking,0,0,0,0,0,0,0,0,0,36,36,,,,,
Padrauna (NPP),Total,2330,86,32,26,258,1403,2,2,1,12,4152,,,,,
Padrauna (NPP),Cooking inside house:,2159,86,30,22,236,1395,2,2,1,0,3933,,,,,
Padrauna (NPP),Has Kitchen,889,30,5,16,149,1258,2,1,1,0,2351,,,,,
Padrauna (NPP),Does not have kitchen,1270,56,25,6,87,137,0,1,0,0,1582,,,,,
Padrauna (NPP),Cooking outside house:,171,0,2,4,22,8,0,0,0,0,207,,,,,
Padrauna (NPP),Has Kitchen,84,0,2,0,6,0,0,0,0,0,92,,,,,
Padrauna (NPP),Does not have kitchen,87,0,0,4,16,8,0,0,0,0,115,,,,,
Padrauna (NPP),No Cooking,0,0,0,0,0,0,0,0,0,12,12,,,,,
Ramkola (NP),Total,79,2,1,0,8,44,0,0,0,0,134,,,,,
Ramkola (NP),Cooking inside house:,55,2,1,0,7,44,0,0,0,0,109,,,,,
Ramkola (NP),Has Kitchen,7,1,0,0,6,35,0,0,0,0,49,,,,,
Ramkola (NP),Does not have kitchen,48,1,1,0,1,9,0,0,0,0,60,,,,,
Ramkola (NP),Cooking outside house:,24,0,0,0,1,0,0,0,0,0,25,,,,,
Ramkola (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ramkola (NP),Does not have kitchen,24,0,0,0,1,0,0,0,0,0,25,,,,,
Ramkola (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kaptanganj (NP),Total,128,6,0,0,31,18,0,0,7,6,196,,,,,
Kaptanganj (NP),Cooking inside house:,120,6,0,0,31,18,0,0,7,0,182,,,,,
Kaptanganj (NP),Has Kitchen,116,5,0,0,31,18,0,0,7,0,177,,,,,
Kaptanganj (NP),Does not have kitchen,4,1,0,0,0,0,0,0,0,0,5,,,,,
Kaptanganj (NP),Cooking outside house:,8,0,0,0,0,0,0,0,0,0,8,,,,,
Kaptanganj (NP),Has Kitchen,8,0,0,0,0,0,0,0,0,0,8,,,,,
Kaptanganj (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kaptanganj (NP),No Cooking,0,0,0,0,0,0,0,0,0,6,6,,,,,
Sewarhi (NP),Total,387,37,0,1,14,236,0,1,0,0,676,,,,,
Sewarhi (NP),Cooking inside house:,344,35,0,1,13,232,0,1,0,0,626,,,,,
Sewarhi (NP),Has Kitchen,94,7,0,1,7,188,0,1,0,0,298,,,,,
Sewarhi (NP),Does not have kitchen,250,28,0,0,6,44,0,0,0,0,328,,,,,
Sewarhi (NP),Cooking outside house:,43,2,0,0,1,4,0,0,0,0,50,,,,,
Sewarhi (NP),Has Kitchen,5,2,0,0,1,3,0,0,0,0,11,,,,,
Sewarhi (NP),Does not have kitchen,38,0,0,0,0,1,0,0,0,0,39,,,,,
Sewarhi (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Deoria (NPP),Total,691,32,36,20,55,1666,2,3,3,12,2520,,,,,
Deoria (NPP),Cooking inside house:,650,31,34,19,53,1663,2,3,3,0,2458,,,,,
Deoria (NPP),Has Kitchen,285,13,2,5,24,1453,0,3,2,0,1787,,,,,
Deoria (NPP),Does not have kitchen,365,18,32,14,29,210,2,0,1,0,671,,,,,
Deoria (NPP),Cooking outside house:,41,1,2,1,2,3,0,0,0,0,50,,,,,
Deoria (NPP),Has Kitchen,19,0,2,1,2,3,0,0,0,0,27,,,,,
Deoria (NPP),Does not have kitchen,22,1,0,0,0,0,0,0,0,0,23,,,,,
Deoria (NPP),No Cooking,0,0,0,0,0,0,0,0,0,12,12,,,,,
Rudrapur (NP),Total,111,1,0,0,0,8,0,0,0,0,120,,,,,
Rudrapur (NP),Cooking inside house:,103,1,0,0,0,8,0,0,0,0,112,,,,,
Rudrapur (NP),Has Kitchen,27,1,0,0,0,6,0,0,0,0,34,,,,,
Rudrapur (NP),Does not have kitchen,76,0,0,0,0,2,0,0,0,0,78,,,,,
Rudrapur (NP),Cooking outside house:,8,0,0,0,0,0,0,0,0,0,8,,,,,
Rudrapur (NP),Has Kitchen,4,0,0,0,0,0,0,0,0,0,4,,,,,
Rudrapur (NP),Does not have kitchen,4,0,0,0,0,0,0,0,0,0,4,,,,,
Rudrapur (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gaura Barhaj (NPP),Total,1486,83,3,4,11,547,3,5,2,2,2146,,,,,
Gaura Barhaj (NPP),Cooking inside house:,1428,81,2,4,11,538,3,5,2,0,2074,,,,,
Gaura Barhaj (NPP),Has Kitchen,563,25,0,2,8,377,0,4,1,0,980,,,,,
Gaura Barhaj (NPP),Does not have kitchen,865,56,2,2,3,161,3,1,1,0,1094,,,,,
Gaura Barhaj (NPP),Cooking outside house:,58,2,1,0,0,9,0,0,0,0,70,,,,,
Gaura Barhaj (NPP),Has Kitchen,5,1,1,0,0,0,0,0,0,0,7,,,,,
Gaura Barhaj (NPP),Does not have kitchen,53,1,0,0,0,9,0,0,0,0,63,,,,,
Gaura Barhaj (NPP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Lar (NP),Total,65,3,0,0,0,40,0,0,0,1,109,,,,,
Lar (NP),Cooking inside house:,65,3,0,0,0,40,0,0,0,0,108,,,,,
Lar (NP),Has Kitchen,8,3,0,0,0,38,0,0,0,0,49,,,,,
Lar (NP),Does not have kitchen,57,0,0,0,0,2,0,0,0,0,59,,,,,
Lar (NP),Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lar (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lar (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lar (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Amila (NP),Total,10,176,0,0,1,15,0,0,0,0,202,,,,,
Amila (NP),Cooking inside house:,9,161,0,0,1,14,0,0,0,0,185,,,,,
Amila (NP),Has Kitchen,7,7,0,0,1,11,0,0,0,0,26,,,,,
Amila (NP),Does not have kitchen,2,154,0,0,0,3,0,0,0,0,159,,,,,
Amila (NP),Cooking outside house:,1,15,0,0,0,1,0,0,0,0,17,,,,,
Amila (NP),Has Kitchen,0,3,0,0,0,0,0,0,0,0,3,,,,,
Amila (NP),Does not have kitchen,1,12,0,0,0,1,0,0,0,0,14,,,,,
Amila (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kopaganj (NP),Total,161,44,2,11,1,64,0,11,0,2,296,,,,,
Kopaganj (NP),Cooking inside house:,153,42,2,11,1,64,0,11,0,0,284,,,,,
Kopaganj (NP),Has Kitchen,108,37,1,1,0,48,0,11,0,0,206,,,,,
Kopaganj (NP),Does not have kitchen,45,5,1,10,1,16,0,0,0,0,78,,,,,
Kopaganj (NP),Cooking outside house:,8,2,0,0,0,0,0,0,0,0,10,,,,,
Kopaganj (NP),Has Kitchen,2,2,0,0,0,0,0,0,0,0,4,,,,,
Kopaganj (NP),Does not have kitchen,6,0,0,0,0,0,0,0,0,0,6,,,,,
Kopaganj (NP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Maunath Bhanjan (NPP),Total,3255,298,598,116,937,2099,14,17,16,19,7369,,,,,
Maunath Bhanjan (NPP),Cooking inside house:,2918,258,558,112,931,2084,14,17,9,0,6901,,,,,
Maunath Bhanjan (NPP),Has Kitchen,789,92,42,26,514,1701,5,14,3,0,3186,,,,,
Maunath Bhanjan (NPP),Does not have kitchen,2129,166,516,86,417,383,9,3,6,0,3715,,,,,
Maunath Bhanjan (NPP),Cooking outside house:,337,40,40,4,6,15,0,0,7,0,449,,,,,
Maunath Bhanjan (NPP),Has Kitchen,228,22,7,4,3,8,0,0,0,0,272,,,,,
Maunath Bhanjan (NPP),Does not have kitchen,109,18,33,0,3,7,0,0,7,0,177,,,,,
Maunath Bhanjan (NPP),No Cooking,0,0,0,0,0,0,0,0,0,19,19,,,,,
Muhammadabad (NP),Total,2118,117,160,17,30,776,3,17,3,9,3250,,,,,
Muhammadabad (NP),Cooking inside house:,1985,108,151,15,30,758,2,17,3,0,3069,,,,,
Muhammadabad (NP),Has Kitchen,706,54,99,9,24,627,2,16,2,0,1539,,,,,
Muhammadabad (NP),Does not have kitchen,1279,54,52,6,6,131,0,1,1,0,1530,,,,,
Muhammadabad (NP),Cooking outside house:,133,9,9,2,0,18,1,0,0,0,172,,,,,
Muhammadabad (NP),Has Kitchen,92,7,6,0,0,16,0,0,0,0,121,,,,,
Muhammadabad (NP),Does not have kitchen,41,2,3,2,0,2,1,0,0,0,51,,,,,
Muhammadabad (NP),No Cooking,0,0,0,0,0,0,0,0,0,9,9,,,,,
Belthara Road (NP),Total,193,5,1,3,1,235,0,0,1,3,442,,,,,
Belthara Road (NP),Cooking inside house:,188,5,1,3,1,235,0,0,1,0,434,,,,,
Belthara Road (NP),Has Kitchen,35,3,1,1,0,192,0,0,1,0,233,,,,,
Belthara Road (NP),Does not have kitchen,153,2,0,2,1,43,0,0,0,0,201,,,,,
Belthara Road (NP),Cooking outside house:,5,0,0,0,0,0,0,0,0,0,5,,,,,
Belthara Road (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Belthara Road (NP),Does not have kitchen,5,0,0,0,0,0,0,0,0,0,5,,,,,
Belthara Road (NP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Sikanderpur (NP),Total,236,20,102,1,0,52,0,1,0,0,412,,,,,
Sikanderpur (NP),Cooking inside house:,213,12,91,0,0,52,0,1,0,0,369,,,,,
Sikanderpur (NP),Has Kitchen,36,3,0,0,0,49,0,0,0,0,88,,,,,
Sikanderpur (NP),Does not have kitchen,177,9,91,0,0,3,0,1,0,0,281,,,,,
Sikanderpur (NP),Cooking outside house:,23,8,11,1,0,0,0,0,0,0,43,,,,,
Sikanderpur (NP),Has Kitchen,0,8,0,1,0,0,0,0,0,0,9,,,,,
Sikanderpur (NP),Does not have kitchen,23,0,11,0,0,0,0,0,0,0,34,,,,,
Sikanderpur (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ballia (NPP),Total,817,121,51,61,18,513,0,11,5,4,1601,,,,,
Ballia (NPP),Cooking inside house:,710,110,50,59,18,505,0,11,5,0,1468,,,,,
Ballia (NPP),Has Kitchen,219,62,6,16,5,461,0,6,3,0,778,,,,,
Ballia (NPP),Does not have kitchen,491,48,44,43,13,44,0,5,2,0,690,,,,,
Ballia (NPP),Cooking outside house:,107,11,1,2,0,8,0,0,0,0,129,,,,,
Ballia (NPP),Has Kitchen,23,6,0,2,0,1,0,0,0,0,32,,,,,
Ballia (NPP),Does not have kitchen,84,5,1,0,0,7,0,0,0,0,97,,,,,
Ballia (NPP),No Cooking,0,0,0,0,0,0,0,0,0,4,4,,,,,
Maniyar (NP),Total,203,10,25,0,0,71,0,2,0,1,312,,,,,
Maniyar (NP),Cooking inside house:,177,10,25,0,0,71,0,1,0,0,284,,,,,
Maniyar (NP),Has Kitchen,21,4,0,0,0,37,0,0,0,0,62,,,,,
Maniyar (NP),Does not have kitchen,156,6,25,0,0,34,0,1,0,0,222,,,,,
Maniyar (NP),Cooking outside house:,26,0,0,0,0,0,0,1,0,0,27,,,,,
Maniyar (NP),Has Kitchen,8,0,0,0,0,0,0,0,0,0,8,,,,,
Maniyar (NP),Does not have kitchen,18,0,0,0,0,0,0,1,0,0,19,,,,,
Maniyar (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Bansdih (NP),Total,28,109,98,0,1,42,0,0,0,1,279,,,,,
Bansdih (NP),Cooking inside house:,28,91,67,0,0,40,0,0,0,0,226,,,,,
Bansdih (NP),Has Kitchen,3,2,15,0,0,24,0,0,0,0,44,,,,,
Bansdih (NP),Does not have kitchen,25,89,52,0,0,16,0,0,0,0,182,,,,,
Bansdih (NP),Cooking outside house:,0,18,31,0,1,2,0,0,0,0,52,,,,,
Bansdih (NP),Has Kitchen,0,15,9,0,1,2,0,0,0,0,27,,,,,
Bansdih (NP),Does not have kitchen,0,3,22,0,0,0,0,0,0,0,25,,,,,
Bansdih (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
