Area Name,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total number of households,,,,,
Sahatwar (NP),Total,401,52,1,1,0,65,0,0,0,1,521,,,,,
Sahatwar (NP),Cooking inside house:,395,50,1,1,0,65,0,0,0,0,512,,,,,
Sahatwar (NP),Has Kitchen,16,7,0,0,0,32,0,0,0,0,55,,,,,
Sahatwar (NP),Does not have kitchen,379,43,1,1,0,33,0,0,0,0,457,,,,,
Sahatwar (NP),Cooking outside house:,6,2,0,0,0,0,0,0,0,0,8,,,,,
Sahatwar (NP),Has Kitchen,6,2,0,0,0,0,0,0,0,0,8,,,,,
Sahatwar (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sahatwar (NP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Reoti (NP),Total,6,50,36,0,22,45,0,0,0,0,159,,,,,
Reoti (NP),Cooking inside house:,6,50,36,0,22,45,0,0,0,0,159,,,,,
Reoti (NP),Has Kitchen,2,1,12,0,7,31,0,0,0,0,53,,,,,
Reoti (NP),Does not have kitchen,4,49,24,0,15,14,0,0,0,0,106,,,,,
Reoti (NP),Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0,,,,,
Reoti (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Reoti (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Reoti (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Shahganj (NPP),Total,612,110,95,10,9,549,1,2,1,1,1390,,,,,
Shahganj (NPP),Cooking inside house:,592,109,94,9,8,547,1,2,1,0,1363,,,,,
Shahganj (NPP),Has Kitchen,187,27,36,1,1,477,0,1,1,0,731,,,,,
Shahganj (NPP),Does not have kitchen,405,82,58,8,7,70,1,1,0,0,632,,,,,
Shahganj (NPP),Cooking outside house:,20,1,1,1,1,2,0,0,0,0,26,,,,,
Shahganj (NPP),Has Kitchen,9,1,1,0,0,2,0,0,0,0,13,,,,,
Shahganj (NPP),Does not have kitchen,11,0,0,1,1,0,0,0,0,0,13,,,,,
Shahganj (NPP),No Cooking,0,0,0,0,0,0,0,0,0,1,1,,,,,
Jaunpur (NPP),Total,458,27,55,0,45,419,1,9,1,2,1017,,,,,
Jaunpur (NPP),Cooking inside house:,411,24,52,0,45,410,1,9,1,0,953,,,,,
Jaunpur (NPP),Has Kitchen,178,11,35,0,37,385,1,9,1,0,657,,,,,
Jaunpur (NPP),Does not have kitchen,233,13,17,0,8,25,0,0,0,0,296,,,,,
Jaunpur (NPP),Cooking outside house:,47,3,3,0,0,9,0,0,0,0,62,,,,,
Jaunpur (NPP),Has Kitchen,45,3,3,0,0,9,0,0,0,0,60,,,,,
Jaunpur (NPP),Does not have kitchen,2,0,0,0,0,0,0,0,0,0,2,,,,,
Jaunpur (NPP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Mariahu (NP),Total,353,13,55,2,5,77,0,0,0,2,507,,,,,
Mariahu (NP),Cooking inside house:,321,11,48,2,5,77,0,0,0,0,464,,,,,
Mariahu (NP),Has Kitchen,135,4,25,2,1,58,0,0,0,0,225,,,,,
Mariahu (NP),Does not have kitchen,186,7,23,0,4,19,0,0,0,0,239,,,,,
Mariahu (NP),Cooking outside house:,32,2,7,0,0,0,0,0,0,0,41,,,,,
Mariahu (NP),Has Kitchen,8,2,6,0,0,0,0,0,0,0,16,,,,,
Mariahu (NP),Does not have kitchen,24,0,1,0,0,0,0,0,0,0,25,,,,,
Mariahu (NP),No Cooking,0,0,0,0,0,0,0,0,0,2,2,,,,,
Sadat (NP),Total,58,3,0,0,0,8,0,0,0,0,69,,,,,
Sadat (NP),Cooking inside house:,58,3,0,0,0,8,0,0,0,0,69,,,,,
Sadat (NP),Has Kitchen,58,3,0,0,0,8,0,0,0,0,69,,,,,
Sadat (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sadat (NP),Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sadat (NP),Has Kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sadat (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sadat (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Mohammadabad (NPP),Total,1881,97,177,35,31,919,5,2,3,12,3162,,,,,
Mohammadabad (NPP),Cooking inside house:,1792,84,170,35,30,902,5,2,3,0,3023,,,,,
Mohammadabad (NPP),Has Kitchen,584,44,97,14,16,789,1,2,0,0,1547,,,,,
Mohammadabad (NPP),Does not have kitchen,1208,40,73,21,14,113,4,0,3,0,1476,,,,,
Mohammadabad (NPP),Cooking outside house:,89,13,7,0,1,17,0,0,0,0,127,,,,,
Mohammadabad (NPP),Has Kitchen,39,11,4,0,0,9,0,0,0,0,63,,,,,
Mohammadabad (NPP),Does not have kitchen,50,2,3,0,1,8,0,0,0,0,64,,,,,
Mohammadabad (NPP),No Cooking,0,0,0,0,0,0,0,0,0,12,12,,,,,
Dildarnagar Fatehpur Bazar (NP),Total,27,8,74,21,4,64,0,0,0,3,201,,,,,
Dildarnagar Fatehpur Bazar (NP),Cooking inside house:,25,2,70,21,4,64,0,0,0,0,186,,,,,
Dildarnagar Fatehpur Bazar (NP),Has Kitchen,0,2,4,5,0,51,0,0,0,0,62,,,,,
Dildarnagar Fatehpur Bazar (NP),Does not have kitchen,25,0,66,16,4,13,0,0,0,0,124,,,,,
Dildarnagar Fatehpur Bazar (NP),Cooking outside house:,2,6,4,0,0,0,0,0,0,0,12,,,,,
Dildarnagar Fatehpur Bazar (NP),Has Kitchen,0,5,2,0,0,0,0,0,0,0,7,,,,,
Dildarnagar Fatehpur Bazar (NP),Does not have kitchen,2,1,2,0,0,0,0,0,0,0,5,,,,,
Dildarnagar Fatehpur Bazar (NP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Chandauli (NP),Total,25,16,489,4,3,196,2,0,0,0,735,,,,,
Chandauli (NP),Cooking inside house:,25,13,488,4,3,196,2,0,0,0,731,,,,,
Chandauli (NP),Has Kitchen,15,2,263,1,2,182,2,0,0,0,467,,,,,
Chandauli (NP),Does not have kitchen,10,11,225,3,1,14,0,0,0,0,264,,,,,
Chandauli (NP),Cooking outside house:,0,3,1,0,0,0,0,0,0,0,4,,,,,
Chandauli (NP),Has Kitchen,0,3,1,0,0,0,0,0,0,0,4,,,,,
Chandauli (NP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chandauli (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Varanasi (M Corp.),Total,9485,1003,2083,1197,1630,29392,58,176,43,165,45232,,,,,
Varanasi (M Corp.),Cooking inside house:,8910,924,1869,1129,1606,29235,57,174,40,0,43944,,,,,
Varanasi (M Corp.),Has Kitchen,3897,407,652,541,853,24841,36,156,16,0,31399,,,,,
Varanasi (M Corp.),Does not have kitchen,5013,517,1217,588,753,4394,21,18,24,0,12545,,,,,
Varanasi (M Corp.),Cooking outside house:,575,79,214,68,24,157,1,2,3,0,1123,,,,,
Varanasi (M Corp.),Has Kitchen,236,75,85,8,8,103,1,1,0,0,517,,,,,
Varanasi (M Corp.),Does not have kitchen,339,4,129,60,16,54,0,1,3,0,606,,,,,
Varanasi (M Corp.),No Cooking,0,0,0,0,0,0,0,0,0,165,165,,,,,
Ramnagar (NPP),Total,280,11,243,14,38,620,2,24,0,3,1235,,,,,
Ramnagar (NPP),Cooking inside house:,263,8,214,12,38,613,1,24,0,0,1173,,,,,
Ramnagar (NPP),Has Kitchen,132,5,179,3,27,562,0,2,0,0,910,,,,,
Ramnagar (NPP),Does not have kitchen,131,3,35,9,11,51,1,22,0,0,263,,,,,
Ramnagar (NPP),Cooking outside house:,17,3,29,2,0,7,1,0,0,0,59,,,,,
Ramnagar (NPP),Has Kitchen,1,2,6,1,0,2,1,0,0,0,13,,,,,
Ramnagar (NPP),Does not have kitchen,16,1,23,1,0,5,0,0,0,0,46,,,,,
Ramnagar (NPP),No Cooking,0,0,0,0,0,0,0,0,0,3,3,,,,,
Nai Bazar (NP),Total,242,5,0,0,0,12,1,0,0,0,260,,,,,
Nai Bazar (NP),Cooking inside house:,157,4,0,0,0,9,0,0,0,0,170,,,,,
Nai Bazar (NP),Has Kitchen,29,1,0,0,0,5,0,0,0,0,35,,,,,
Nai Bazar (NP),Does not have kitchen,128,3,0,0,0,4,0,0,0,0,135,,,,,
Nai Bazar (NP),Cooking outside house:,85,1,0,0,0,3,1,0,0,0,90,,,,,
Nai Bazar (NP),Has Kitchen,65,1,0,0,0,3,1,0,0,0,70,,,,,
Nai Bazar (NP),Does not have kitchen,20,0,0,0,0,0,0,0,0,0,20,,,,,
Nai Bazar (NP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
Renukoot (NP + OG),Total,406,10,1,39,103,119,0,2,3,10,693,,,,,
Renukoot (NP + OG),Cooking inside house:,381,4,1,36,99,119,0,1,3,0,644,,,,,
Renukoot (NP + OG),Has Kitchen,53,3,0,35,91,114,0,1,0,0,297,,,,,
Renukoot (NP + OG),Does not have kitchen,328,1,1,1,8,5,0,0,3,0,347,,,,,
Renukoot (NP + OG),Cooking outside house:,25,6,0,3,4,0,0,1,0,0,39,,,,,
Renukoot (NP + OG),Has Kitchen,12,6,0,1,3,0,0,0,0,0,22,,,,,
Renukoot (NP + OG),Does not have kitchen,13,0,0,2,1,0,0,1,0,0,17,,,,,
Renukoot (NP + OG),No Cooking,0,0,0,0,0,0,0,0,0,10,10,,,,,
Pipri (NP),Total,449,36,7,10,109,361,31,6,4,10,1023,,,,,
Pipri (NP),Cooking inside house:,350,19,5,10,109,358,30,5,3,0,889,,,,,
Pipri (NP),Has Kitchen,98,11,3,2,52,270,19,2,2,0,459,,,,,
Pipri (NP),Does not have kitchen,252,8,2,8,57,88,11,3,1,0,430,,,,,
Pipri (NP),Cooking outside house:,99,17,2,0,0,3,1,1,1,0,124,,,,,
Pipri (NP),Has Kitchen,13,10,2,0,0,1,0,0,0,0,26,,,,,
Pipri (NP),Does not have kitchen,86,7,0,0,0,2,1,1,1,0,98,,,,,
Pipri (NP),No Cooking,0,0,0,0,0,0,0,0,0,10,10,,,,,
Etah (NPP),Total,2508,191,214,15,24,6866,2,14,6,22,9862,,,,,
Etah (NPP),Cooking inside house:,2409,183,205,15,23,6822,2,14,6,0,9679,,,,,
Etah (NPP),Has Kitchen,995,115,95,8,11,6321,1,11,1,0,7558,,,,,
Etah (NPP),Does not have kitchen,1414,68,110,7,12,501,1,3,5,0,2121,,,,,
Etah (NPP),Cooking outside house:,99,8,9,0,1,44,0,0,0,0,161,,,,,
Etah (NPP),Has Kitchen,43,7,5,0,0,17,0,0,0,0,72,,,,,
Etah (NPP),Does not have kitchen,56,1,4,0,1,27,0,0,0,0,89,,,,,
Etah (NPP),No Cooking,0,0,0,0,0,0,0,0,0,22,22,,,,,
Jalesar (NPP),Total,99,5,2,0,0,41,0,0,0,0,147,,,,,
Jalesar (NPP),Cooking inside house:,98,4,2,0,0,40,0,0,0,0,144,,,,,
Jalesar (NPP),Has Kitchen,13,3,1,0,0,17,0,0,0,0,34,,,,,
Jalesar (NPP),Does not have kitchen,85,1,1,0,0,23,0,0,0,0,110,,,,,
Jalesar (NPP),Cooking outside house:,1,1,0,0,0,1,0,0,0,0,3,,,,,
Jalesar (NPP),Has Kitchen,1,1,0,0,0,1,0,0,0,0,3,,,,,
Jalesar (NPP),Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jalesar (NPP),No Cooking,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,,,,,,,,,,0
