Area Name,Total/Rural/Urban,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total
STATE - WEST BENGAL,Total,Total,6637341,5127815,2010585,1585448,429309,3603293,15128,51275,550252,56853,20067299
STATE - WEST BENGAL,Total,Cooking inside house:,5592681,4334084,1711916,1432896,414937,3533707,13385,47110,442153,0,17522869
STATE - WEST BENGAL,Total,Has Kitchen,3565812,2153997,913625,657060,176178,3147489,9244,39722,190068,0,10853195
STATE - WEST BENGAL,Total,Does not have kitchen,2026869,2180087,798291,775836,238759,386218,4141,7388,252085,0,6669674
STATE - WEST BENGAL,Total,Cooking outside house:,1044660,793731,298669,152552,14372,69586,1743,4165,108099,0,2487577
STATE - WEST BENGAL,Total,Has Kitchen,632614,389292,176213,78491,5780,44391,768,2697,46371,0,1376617
STATE - WEST BENGAL,Total,Does not have kitchen,412046,404439,122456,74061,8592,25195,975,1468,61728,0,1110960
STATE - WEST BENGAL,Total,No Cooking,0,0,0,0,0,0,0,0,0,56853,56853
STATE - WEST BENGAL,Rural,Total,5375684,4899863,1865856,452721,27164,543381,8064,23391,494229,26833,13717186
STATE - WEST BENGAL,Rural,Cooking inside house:,4466769,4141828,1583993,377342,24046,500520,6557,19764,393508,0,11514327
STATE - WEST BENGAL,Rural,Has Kitchen,2937380,2066482,855031,218519,11426,445549,4055,16282,171468,0,6726192
STATE - WEST BENGAL,Rural,Does not have kitchen,1529389,2075346,728962,158823,12620,54971,2502,3482,222040,0,4788135
STATE - WEST BENGAL,Rural,Cooking outside house:,908915,758035,281863,75379,3118,42861,1507,3627,100721,0,2176026
STATE - WEST BENGAL,Rural,Has Kitchen,552562,371708,166347,43740,1366,25450,630,2315,43120,0,1207238
STATE - WEST BENGAL,Rural,Does not have kitchen,356353,386327,115516,31639,1752,17411,877,1312,57601,0,968788
STATE - WEST BENGAL,Rural,No Cooking,0,0,0,0,0,0,0,0,0,26833,26833
STATE - WEST BENGAL,Urban,Total,1261657,227952,144729,1132727,402145,3059912,7064,27884,56023,30020,6350113
STATE - WEST BENGAL,Urban,Cooking inside house:,1125912,192256,127923,1055554,390891,3033187,6828,27346,48645,0,6008542
STATE - WEST BENGAL,Urban,Has Kitchen,628432,87515,58594,438541,164752,2701940,5189,23440,18600,0,4127003
STATE - WEST BENGAL,Urban,Does not have kitchen,497480,104741,69329,617013,226139,331247,1639,3906,30045,0,1881539
STATE - WEST BENGAL,Urban,Cooking outside house:,135745,35696,16806,77173,11254,26725,236,538,7378,0,311551
STATE - WEST BENGAL,Urban,Has Kitchen,80052,17584,9866,34751,4414,18941,138,382,3251,0,169379
STATE - WEST BENGAL,Urban,Does not have kitchen,55693,18112,6940,42422,6840,7784,98,156,4127,0,142172
STATE - WEST BENGAL,Urban,No Cooking,0,0,0,0,0,0,0,0,0,30020,30020
Siliguri (M Corp.),Urban,Total,22736,890,308,2609,5077,83518,12,698,123,520,116491
Siliguri (M Corp.),Urban,Cooking inside house:,21108,821,278,2441,4976,82778,12,695,121,0,113230
Siliguri (M Corp.),Urban,Has Kitchen,10143,534,141,1362,2547,75547,6,601,46,0,90927
Siliguri (M Corp.),Urban,Does not have kitchen,10965,287,137,1079,2429,7231,6,94,75,0,22303
Siliguri (M Corp.),Urban,Cooking outside house:,1628,69,30,168,101,740,0,3,2,0,2741
Siliguri (M Corp.),Urban,Has Kitchen,848,49,20,86,39,527,0,2,2,0,1573
Siliguri (M Corp.),Urban,Does not have kitchen,780,20,10,82,62,213,0,1,0,0,1168
Siliguri (M Corp.),Urban,No Cooking,0,0,0,0,0,0,0,0,0,520,520
District - Darjiling ,Total,Total,203044,15252,6512,2963,7559,141897,315,473,3242,1032,382289
District - Darjiling ,Total,Cooking inside house:,131837,12792,5029,2599,7150,130141,255,443,2740,0,292986
District - Darjiling ,Total,Has Kitchen,100942,10344,3977,1513,4082,118820,237,378,2256,0,242549
District - Darjiling ,Total,Does not have kitchen,30895,2448,1052,1086,3068,11321,18,65,484,0,50437
District - Darjiling ,Total,Cooking outside house:,71207,2460,1483,364,409,11756,60,30,502,0,88271
District - Darjiling ,Total,Has Kitchen,64715,1814,1291,275,246,10678,56,28,410,0,79513
District - Darjiling ,Total,Does not have kitchen,6492,646,192,89,163,1078,4,2,92,0,8758
District - Darjiling ,Total,No Cooking,0,0,0,0,0,0,0,0,0,1032,1032
District - Darjiling ,Rural,Total,169457,13496,5831,388,2002,39485,278,240,2783,451,234411
District - Darjiling ,Rural,Cooking inside house:,104289,11245,4397,267,1784,30828,218,215,2332,0,155575
District - Darjiling ,Rural,Has Kitchen,84478,9308,3521,184,1132,27968,209,177,1975,0,128952
District - Darjiling ,Rural,Does not have kitchen,19811,1937,876,83,652,2860,9,38,357,0,26623
District - Darjiling ,Rural,Cooking outside house:,65168,2251,1434,121,218,8657,60,25,451,0,78385
District - Darjiling ,Rural,Has Kitchen,59665,1635,1248,104,135,7868,56,23,365,0,71099
District - Darjiling ,Rural,Does not have kitchen,5503,616,186,17,83,789,4,2,86,0,7286
District - Darjiling ,Rural,No Cooking,0,0,0,0,0,0,0,0,0,451,451
District - Darjiling ,Urban,Total,33587,1756,681,2575,5557,102412,37,233,459,581,147878
District - Darjiling ,Urban,Cooking inside house:,27548,1547,632,2332,5366,99313,37,228,408,0,137411
District - Darjiling ,Urban,Has Kitchen,16464,1036,456,1329,2950,90852,28,201,281,0,113597
District - Darjiling ,Urban,Does not have kitchen,11084,511,176,1003,2416,8461,9,27,127,0,23814
District - Darjiling ,Urban,Cooking outside house:,6039,209,49,243,191,3099,0,5,51,0,9886
District - Darjiling ,Urban,Has Kitchen,5050,179,43,171,111,2810,0,5,45,0,8414
District - Darjiling ,Urban,Does not have kitchen,989,30,6,72,80,289,0,0,6,0,1472
District - Darjiling ,Urban,No Cooking,0,0,0,0,0,0,0,0,0,581,581
Sub-District - Darjeeling Pulbazar,Total,Total,20152,394,55,24,314,6475,17,9,2,47,27489
Sub-District - Darjeeling Pulbazar,Total,Cooking inside house:,10757,254,23,17,264,4818,13,4,1,0,16151
Sub-District - Darjeeling Pulbazar,Total,Has Kitchen,7345,174,21,11,158,4018,11,2,1,0,11741
Sub-District - Darjeeling Pulbazar,Total,Does not have kitchen,3412,80,2,6,106,800,2,2,0,0,4410
Sub-District - Darjeeling Pulbazar,Total,Cooking outside house:,9395,140,32,7,50,1657,4,5,1,0,11291
Sub-District - Darjeeling Pulbazar,Total,Has Kitchen,8636,92,31,6,31,1498,4,5,0,0,10303
Sub-District - Darjeeling Pulbazar,Total,Does not have kitchen,759,48,1,1,19,159,0,0,1,0,988
Sub-District - Darjeeling Pulbazar,Total,No Cooking,0,0,0,0,0,0,0,0,0,47,47
Sub-District - Darjeeling Pulbazar,Rural,Total,16728,341,38,16,220,5327,16,8,2,34,22730
Sub-District - Darjeeling Pulbazar,Rural,Cooking inside house:,9114,208,13,11,194,4152,12,4,1,0,13709
Sub-District - Darjeeling Pulbazar,Rural,Has Kitchen,6406,156,11,7,124,3541,11,2,1,0,10259
Sub-District - Darjeeling Pulbazar,Rural,Does not have kitchen,2708,52,2,4,70,611,1,2,0,0,3450
Sub-District - Darjeeling Pulbazar,Rural,Cooking outside house:,7614,133,25,5,26,1175,4,4,1,0,8987
Sub-District - Darjeeling Pulbazar,Rural,Has Kitchen,6935,86,24,4,11,1028,4,4,0,0,8096
Sub-District - Darjeeling Pulbazar,Rural,Does not have kitchen,679,47,1,1,15,147,0,0,1,0,891
Sub-District - Darjeeling Pulbazar,Rural,No Cooking,0,0,0,0,0,0,0,0,0,34,34
Sub-District - Darjeeling Pulbazar,Urban,Total,3424,53,17,8,94,1148,1,1,0,13,4759
Sub-District - Darjeeling Pulbazar,Urban,Cooking inside house:,1643,46,10,6,70,666,1,0,0,0,2442
Sub-District - Darjeeling Pulbazar,Urban,Has Kitchen,939,18,10,4,34,477,0,0,0,0,1482
Sub-District - Darjeeling Pulbazar,Urban,Does not have kitchen,704,28,0,2,36,189,1,0,0,0,960
Sub-District - Darjeeling Pulbazar,Urban,Cooking outside house:,1781,7,7,2,24,482,0,1,0,0,2304
Sub-District - Darjeeling Pulbazar,Urban,Has Kitchen,1701,6,7,2,20,470,0,1,0,0,2207
Sub-District - Darjeeling Pulbazar,Urban,Does not have kitchen,80,1,0,0,4,12,0,0,0,0,97
Sub-District - Darjeeling Pulbazar,Urban,No Cooking,0,0,0,0,0,0,0,0,0,13,13
Badamtam Tea Garden (CT),Urban,Total,1025,27,4,5,18,161,1,0,0,3,1244
Badamtam Tea Garden (CT),Urban,Cooking inside house:,598,25,2,3,9,97,1,0,0,0,735
Badamtam Tea Garden (CT),Urban,Has Kitchen,301,8,2,2,5,66,0,0,0,0,384
Badamtam Tea Garden (CT),Urban,Does not have kitchen,297,17,0,1,4,31,1,0,0,0,351
Badamtam Tea Garden (CT),Urban,Cooking outside house:,427,2,2,2,9,64,0,0,0,0,506
Badamtam Tea Garden (CT),Urban,Has Kitchen,414,2,2,2,9,64,0,0,0,0,493
Badamtam Tea Garden (CT),Urban,Does not have kitchen,13,0,0,0,0,0,0,0,0,0,13
Badamtam Tea Garden (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,3,3
Ging Tea Garden (CT),Urban,Total,706,9,7,0,7,164,0,0,0,4,897
Ging Tea Garden (CT),Urban,Cooking inside house:,348,8,4,0,6,86,0,0,0,0,452
Ging Tea Garden (CT),Urban,Has Kitchen,149,2,4,0,1,39,0,0,0,0,195
Ging Tea Garden (CT),Urban,Does not have kitchen,199,6,0,0,5,47,0,0,0,0,257
Ging Tea Garden (CT),Urban,Cooking outside house:,358,1,3,0,1,78,0,0,0,0,441
Ging Tea Garden (CT),Urban,Has Kitchen,346,1,3,0,1,78,0,0,0,0,429
Ging Tea Garden (CT),Urban,Does not have kitchen,12,0,0,0,0,0,0,0,0,0,12
Ging Tea Garden (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,4,4
Chongtong Tea Garden (CT),Urban,Total,1097,3,3,2,19,213,0,0,0,5,1342
Chongtong Tea Garden (CT),Urban,Cooking inside house:,524,2,3,2,16,98,0,0,0,0,645
Chongtong Tea Garden (CT),Urban,Has Kitchen,377,2,3,2,10,87,0,0,0,0,481
Chongtong Tea Garden (CT),Urban,Does not have kitchen,147,0,0,0,6,11,0,0,0,0,164
Chongtong Tea Garden (CT),Urban,Cooking outside house:,573,1,0,0,3,115,0,0,0,0,692
Chongtong Tea Garden (CT),Urban,Has Kitchen,537,1,0,0,2,113,0,0,0,0,653
Chongtong Tea Garden (CT),Urban,Does not have kitchen,36,0,0,0,1,2,0,0,0,0,39
Chongtong Tea Garden (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,5,5
Singtam Tea Garden (CT),Urban,Total,596,14,3,1,50,610,0,1,0,1,1276
Singtam Tea Garden (CT),Urban,Cooking inside house:,173,11,1,1,39,385,0,0,0,0,610
Singtam Tea Garden (CT),Urban,Has Kitchen,112,6,1,0,18,285,0,0,0,0,422
Singtam Tea Garden (CT),Urban,Does not have kitchen,61,5,0,1,21,100,0,0,0,0,188
Singtam Tea Garden (CT),Urban,Cooking outside house:,423,3,2,0,11,225,0,1,0,0,665
Singtam Tea Garden (CT),Urban,Has Kitchen,404,2,2,0,8,215,0,1,0,0,632
Singtam Tea Garden (CT),Urban,Does not have kitchen,19,1,0,0,3,10,0,0,0,0,33
Singtam Tea Garden (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Sub-District - Rangli Rangliot,Total,Total,11321,345,38,13,148,3351,6,9,4,29,15264
Sub-District - Rangli Rangliot,Total,Cooking inside house:,3514,241,17,3,134,1811,1,5,4,0,5730
Sub-District - Rangli Rangliot,Total,Has Kitchen,2655,121,16,3,78,1604,1,5,2,0,4485
Sub-District - Rangli Rangliot,Total,Does not have kitchen,859,120,1,0,56,207,0,0,2,0,1245
Sub-District - Rangli Rangliot,Total,Cooking outside house:,7807,104,21,10,14,1540,5,4,0,0,9505
Sub-District - Rangli Rangliot,Total,Has Kitchen,7394,97,21,9,9,1485,5,4,0,0,9024
Sub-District - Rangli Rangliot,Total,Does not have kitchen,413,7,0,1,5,55,0,0,0,0,481
Sub-District - Rangli Rangliot,Total,No Cooking,0,0,0,0,0,0,0,0,0,29,29
Sub-District - Rangli Rangliot,Rural,Total,11321,345,38,13,148,3351,6,9,4,29,15264
Sub-District - Rangli Rangliot,Rural,Cooking inside house:,3514,241,17,3,134,1811,1,5,4,0,5730
Sub-District - Rangli Rangliot,Rural,Has Kitchen,2655,121,16,3,78,1604,1,5,2,0,4485
Sub-District - Rangli Rangliot,Rural,Does not have kitchen,859,120,1,0,56,207,0,0,2,0,1245
Sub-District - Rangli Rangliot,Rural,Cooking outside house:,7807,104,21,10,14,1540,5,4,0,0,9505
Sub-District - Rangli Rangliot,Rural,Has Kitchen,7394,97,21,9,9,1485,5,4,0,0,9024
Sub-District - Rangli Rangliot,Rural,Does not have kitchen,413,7,0,1,5,55,0,0,0,0,481
Sub-District - Rangli Rangliot,Rural,No Cooking,0,0,0,0,0,0,0,0,0,29,29
Sub-District - Rangli Rangliot,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Rangli Rangliot,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong -I,Total,Total,9851,129,19,39,307,4942,8,5,0,16,15316
Sub-District - Kalimpong -I,Total,Cooking inside house:,4470,99,10,17,286,3818,5,3,0,0,8708
Sub-District - Kalimpong -I,Total,Has Kitchen,3178,89,8,14,149,3338,2,3,0,0,6781
Sub-District - Kalimpong -I,Total,Does not have kitchen,1292,10,2,3,137,480,3,0,0,0,1927
Sub-District - Kalimpong -I,Total,Cooking outside house:,5381,30,9,22,21,1124,3,2,0,0,6592
Sub-District - Kalimpong -I,Total,Has Kitchen,5094,23,9,22,19,1048,3,2,0,0,6220
Sub-District - Kalimpong -I,Total,Does not have kitchen,287,7,0,0,2,76,0,0,0,0,372
Sub-District - Kalimpong -I,Total,No Cooking,0,0,0,0,0,0,0,0,0,16,16
Sub-District - Kalimpong -I,Rural,Total,9564,125,19,39,229,3790,8,4,0,15,13793
Sub-District - Kalimpong -I,Rural,Cooking inside house:,4281,96,10,17,210,2775,5,2,0,0,7396
Sub-District - Kalimpong -I,Rural,Has Kitchen,3060,88,8,14,100,2445,2,2,0,0,5719
Sub-District - Kalimpong -I,Rural,Does not have kitchen,1221,8,2,3,110,330,3,0,0,0,1677
Sub-District - Kalimpong -I,Rural,Cooking outside house:,5283,29,9,22,19,1015,3,2,0,0,6382
Sub-District - Kalimpong -I,Rural,Has Kitchen,5013,22,9,22,17,947,3,2,0,0,6035
Sub-District - Kalimpong -I,Rural,Does not have kitchen,270,7,0,0,2,68,0,0,0,0,347
Sub-District - Kalimpong -I,Rural,No Cooking,0,0,0,0,0,0,0,0,0,15,15
Sub-District - Kalimpong -I,Urban,Total,287,4,0,0,78,1152,0,1,0,1,1523
Sub-District - Kalimpong -I,Urban,Cooking inside house:,189,3,0,0,76,1043,0,1,0,0,1312
Sub-District - Kalimpong -I,Urban,Has Kitchen,118,1,0,0,49,893,0,1,0,0,1062
Sub-District - Kalimpong -I,Urban,Does not have kitchen,71,2,0,0,27,150,0,0,0,0,250
Sub-District - Kalimpong -I,Urban,Cooking outside house:,98,1,0,0,2,109,0,0,0,0,210
Sub-District - Kalimpong -I,Urban,Has Kitchen,81,1,0,0,2,101,0,0,0,0,185
Sub-District - Kalimpong -I,Urban,Does not have kitchen,17,0,0,0,0,8,0,0,0,0,25
Sub-District - Kalimpong -I,Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Dungra Khasmahal (CT),Urban,Total,287,4,0,0,78,1152,0,1,0,1,1523
Dungra Khasmahal (CT),Urban,Cooking inside house:,189,3,0,0,76,1043,0,1,0,0,1312
Dungra Khasmahal (CT),Urban,Has Kitchen,118,1,0,0,49,893,0,1,0,0,1062
Dungra Khasmahal (CT),Urban,Does not have kitchen,71,2,0,0,27,150,0,0,0,0,250
Dungra Khasmahal (CT),Urban,Cooking outside house:,98,1,0,0,2,109,0,0,0,0,210
Dungra Khasmahal (CT),Urban,Has Kitchen,81,1,0,0,2,101,0,0,0,0,185
Dungra Khasmahal (CT),Urban,Does not have kitchen,17,0,0,0,0,8,0,0,0,0,25
Dungra Khasmahal (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Sub-District - Kalimpong - II,Total,Total,10598,105,32,6,125,2240,6,9,3,19,13143
Sub-District - Kalimpong - II,Total,Cooking inside house:,4826,72,6,4,108,1594,1,9,2,0,6622
Sub-District - Kalimpong - II,Total,Has Kitchen,3888,52,6,3,63,1409,1,9,0,0,5431
Sub-District - Kalimpong - II,Total,Does not have kitchen,938,20,0,1,45,185,0,0,2,0,1191
Sub-District - Kalimpong - II,Total,Cooking outside house:,5772,33,26,2,17,646,5,0,1,0,6502
Sub-District - Kalimpong - II,Total,Has Kitchen,5448,24,26,1,11,585,5,0,1,0,6101
Sub-District - Kalimpong - II,Total,Does not have kitchen,324,9,0,1,6,61,0,0,0,0,401
Sub-District - Kalimpong - II,Total,No Cooking,0,0,0,0,0,0,0,0,0,19,19
Sub-District - Kalimpong - II,Rural,Total,10598,105,32,6,125,2240,6,9,3,19,13143
Sub-District - Kalimpong - II,Rural,Cooking inside house:,4826,72,6,4,108,1594,1,9,2,0,6622
Sub-District - Kalimpong - II,Rural,Has Kitchen,3888,52,6,3,63,1409,1,9,0,0,5431
Sub-District - Kalimpong - II,Rural,Does not have kitchen,938,20,0,1,45,185,0,0,2,0,1191
Sub-District - Kalimpong - II,Rural,Cooking outside house:,5772,33,26,2,17,646,5,0,1,0,6502
Sub-District - Kalimpong - II,Rural,Has Kitchen,5448,24,26,1,11,585,5,0,1,0,6101
Sub-District - Kalimpong - II,Rural,Does not have kitchen,324,9,0,1,6,61,0,0,0,0,401
Sub-District - Kalimpong - II,Rural,No Cooking,0,0,0,0,0,0,0,0,0,19,19
Sub-District - Kalimpong - II,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Kalimpong - II,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Total,Total,11162,76,23,68,85,1166,11,2,4,22,12619
Sub-District - Gorubathan,Total,Cooking inside house:,5926,52,16,54,79,878,4,2,1,0,7012
Sub-District - Gorubathan,Total,Has Kitchen,4193,43,14,36,59,818,4,2,1,0,5170
Sub-District - Gorubathan,Total,Does not have kitchen,1733,9,2,18,20,60,0,0,0,0,1842
Sub-District - Gorubathan,Total,Cooking outside house:,5236,24,7,14,6,288,7,0,3,0,5585
Sub-District - Gorubathan,Total,Has Kitchen,4669,19,7,11,4,268,7,0,0,0,4985
Sub-District - Gorubathan,Total,Does not have kitchen,567,5,0,3,2,20,0,0,3,0,600
Sub-District - Gorubathan,Total,No Cooking,0,0,0,0,0,0,0,0,0,22,22
Sub-District - Gorubathan,Rural,Total,11162,76,23,68,85,1166,11,2,4,22,12619
Sub-District - Gorubathan,Rural,Cooking inside house:,5926,52,16,54,79,878,4,2,1,0,7012
Sub-District - Gorubathan,Rural,Has Kitchen,4193,43,14,36,59,818,4,2,1,0,5170
Sub-District - Gorubathan,Rural,Does not have kitchen,1733,9,2,18,20,60,0,0,0,0,1842
Sub-District - Gorubathan,Rural,Cooking outside house:,5236,24,7,14,6,288,7,0,3,0,5585
Sub-District - Gorubathan,Rural,Has Kitchen,4669,19,7,11,4,268,7,0,0,0,4985
Sub-District - Gorubathan,Rural,Does not have kitchen,567,5,0,3,2,20,0,0,3,0,600
Sub-District - Gorubathan,Rural,No Cooking,0,0,0,0,0,0,0,0,0,22,22
Sub-District - Gorubathan,Urban,Total,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,Cooking inside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,Cooking outside house:,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,Has Kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,Does not have kitchen,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Gorubathan,Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Jorebunglow Sukiapokhri,Total,Total,17358,243,51,10,375,7365,18,3,2,44,25469
Sub-District - Jorebunglow Sukiapokhri,Total,Cooking inside house:,8595,159,24,6,312,5622,5,1,1,0,14725
Sub-District - Jorebunglow Sukiapokhri,Total,Has Kitchen,7342,122,15,5,234,5124,4,1,0,0,12847
Sub-District - Jorebunglow Sukiapokhri,Total,Does not have kitchen,1253,37,9,1,78,498,1,0,1,0,1878
Sub-District - Jorebunglow Sukiapokhri,Total,Cooking outside house:,8763,84,27,4,63,1743,13,2,1,0,10700
Sub-District - Jorebunglow Sukiapokhri,Total,Has Kitchen,8283,59,26,3,54,1668,13,2,1,0,10109
Sub-District - Jorebunglow Sukiapokhri,Total,Does not have kitchen,480,25,1,1,9,75,0,0,0,0,591
Sub-District - Jorebunglow Sukiapokhri,Total,No Cooking,0,0,0,0,0,0,0,0,0,44,44
Sub-District - Jorebunglow Sukiapokhri,Rural,Total,14470,152,45,8,191,4566,18,2,1,36,19489
Sub-District - Jorebunglow Sukiapokhri,Rural,Cooking inside house:,6925,99,23,4,136,3145,5,1,1,0,10339
Sub-District - Jorebunglow Sukiapokhri,Rural,Has Kitchen,5866,85,15,3,109,2864,4,1,0,0,8947
Sub-District - Jorebunglow Sukiapokhri,Rural,Does not have kitchen,1059,14,8,1,27,281,1,0,1,0,1392
Sub-District - Jorebunglow Sukiapokhri,Rural,Cooking outside house:,7545,53,22,4,55,1421,13,1,0,0,9114
Sub-District - Jorebunglow Sukiapokhri,Rural,Has Kitchen,7097,37,21,3,51,1357,13,1,0,0,8580
Sub-District - Jorebunglow Sukiapokhri,Rural,Does not have kitchen,448,16,1,1,4,64,0,0,0,0,534
Sub-District - Jorebunglow Sukiapokhri,Rural,No Cooking,0,0,0,0,0,0,0,0,0,36,36
Sub-District - Jorebunglow Sukiapokhri,Urban,Total,2888,91,6,2,184,2799,0,1,1,8,5980
Sub-District - Jorebunglow Sukiapokhri,Urban,Cooking inside house:,1670,60,1,2,176,2477,0,0,0,0,4386
Sub-District - Jorebunglow Sukiapokhri,Urban,Has Kitchen,1476,37,0,2,125,2260,0,0,0,0,3900
Sub-District - Jorebunglow Sukiapokhri,Urban,Does not have kitchen,194,23,1,0,51,217,0,0,0,0,486
Sub-District - Jorebunglow Sukiapokhri,Urban,Cooking outside house:,1218,31,5,0,8,322,0,1,1,0,1586
Sub-District - Jorebunglow Sukiapokhri,Urban,Has Kitchen,1186,22,5,0,3,311,0,1,1,0,1529
Sub-District - Jorebunglow Sukiapokhri,Urban,Does not have kitchen,32,9,0,0,5,11,0,0,0,0,57
Sub-District - Jorebunglow Sukiapokhri,Urban,No Cooking,0,0,0,0,0,0,0,0,0,8,8
Sukhiapokhri (CT),Urban,Total,132,1,0,0,72,800,0,0,0,2,1007
Sukhiapokhri (CT),Urban,Cooking inside house:,99,0,0,0,70,789,0,0,0,0,958
Sukhiapokhri (CT),Urban,Has Kitchen,90,0,0,0,56,766,0,0,0,0,912
Sukhiapokhri (CT),Urban,Does not have kitchen,9,0,0,0,14,23,0,0,0,0,46
Sukhiapokhri (CT),Urban,Cooking outside house:,33,1,0,0,2,11,0,0,0,0,47
Sukhiapokhri (CT),Urban,Has Kitchen,33,0,0,0,1,10,0,0,0,0,44
Sukhiapokhri (CT),Urban,Does not have kitchen,0,1,0,0,1,1,0,0,0,0,3
Sukhiapokhri (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,2,2
Sonada Khasmahal (CT),Urban,Total,747,18,0,2,102,1673,0,1,0,5,2548
Sonada Khasmahal (CT),Urban,Cooking inside house:,509,15,0,2,97,1533,0,0,0,0,2156
Sonada Khasmahal (CT),Urban,Has Kitchen,436,15,0,2,64,1356,0,0,0,0,1873
Sonada Khasmahal (CT),Urban,Does not have kitchen,73,0,0,0,33,177,0,0,0,0,283
Sonada Khasmahal (CT),Urban,Cooking outside house:,238,3,0,0,5,140,0,1,0,0,387
Sonada Khasmahal (CT),Urban,Has Kitchen,221,3,0,0,1,134,0,1,0,0,360
Sonada Khasmahal (CT),Urban,Does not have kitchen,17,0,0,0,4,6,0,0,0,0,27
Sonada Khasmahal (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,5,5
Rongmook Ceder Tea Garden (CT),Urban,Total,1135,17,5,0,2,61,0,0,0,1,1221
Rongmook Ceder Tea Garden (CT),Urban,Cooking inside house:,827,17,0,0,2,54,0,0,0,0,900
Rongmook Ceder Tea Garden (CT),Urban,Has Kitchen,770,15,0,0,1,52,0,0,0,0,838
Rongmook Ceder Tea Garden (CT),Urban,Does not have kitchen,57,2,0,0,1,2,0,0,0,0,62
Rongmook Ceder Tea Garden (CT),Urban,Cooking outside house:,308,0,5,0,0,7,0,0,0,0,320
Rongmook Ceder Tea Garden (CT),Urban,Has Kitchen,306,0,5,0,0,7,0,0,0,0,318
Rongmook Ceder Tea Garden (CT),Urban,Does not have kitchen,2,0,0,0,0,0,0,0,0,0,2
Rongmook Ceder Tea Garden (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Mangarjung Tea Garden (Nagri) (CT),Urban,Total,874,55,1,0,8,265,0,0,1,0,1204
Mangarjung Tea Garden (Nagri) (CT),Urban,Cooking inside house:,235,28,1,0,7,101,0,0,0,0,372
Mangarjung Tea Garden (Nagri) (CT),Urban,Has Kitchen,180,7,0,0,4,86,0,0,0,0,277
